DTXSID,CASRN,Chemical Name,Regulatory_Action,Risk_Mean,Risk_Uncertainty
DTXSID90881128,93894-74-7,9-Octadecenyl (5-(((2-(((heptadecafluoroisooctyl)sulphonyl)methylamino)ethoxy)carbonyl)amino)-2-methylphenyl)carbamate,Monitor,0.33599999999999997,0.048414873747640814
DTXSID5025574,589-18-4,4-Methylbenzyl alcohol,Monitor,0.33433333333333337,0.05621980671139547
DTXSID30880599,68298-72-6,"2-Propenoic acid, 2-methyl-, 2-[[[[5-[[[2-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethoxy]carbonyl]amino]-2-methylphenyl]amino]carbonyl]oxy]propyl ester",Monitor,0.33433333333333326,0.046929024423413415
DTXSID80880605,68298-75-9,"2-Propenoic acid, 2-methyl-, 2-[[[[5-[[[2-[ethyl[(undecafluoropentyl)sulfonyl]amino]ethoxy]carbonyl]amino]-2-methylphenyl]amino]carbonyl]oxy]propyl ester",Monitor,0.33433333333333326,0.046929024423413415
DTXSID20880604,68298-74-8,2-((((5-(((2-(Ethyl((tridecafluorohexyl)sulphonyl)amino)ethoxy)carbonyl)amino)-2-methylphenyl)amino)carbonyl)oxy)propyl methacrylate,Monitor,0.33433333333333326,0.046929024423413415
DTXSID40880601,68298-73-7,2-((((5-(((2-(Ethyl((pentadecafluoroheptyl)sulphonyl)amino)ethoxy)carbonyl)amino)-2-methylphenyl)amino)carbonyl)oxy)propyl methacrylate,Monitor,0.33433333333333326,0.046929024423413415
DTXSID40880606,68298-76-0,2-((((5-(((2-(Ethyl((nonafluorobutyl)sulphonyl)amino)ethoxy)carbonyl)amino)-2-methylphenyl)amino)carbonyl)oxy)propyl methacrylate,Monitor,0.33433333333333326,0.046929024423413415
DTXSID3048657,198481-33-3,Bazedoxifene acetate,Monitor,0.334,0.044542114902640165
DTXSID4046787,101831-37-2,Diclazuril,Monitor,0.33399999999999996,0.03799999999999999
DTXSID2048957,285983-48-4,Doramapimod,Monitor,0.33399999999999996,0.03666060555964672
DTXSID2040945,162635-04-3,Temsirolimus,Monitor,0.33358333333333334,0.04381471404296355
DTXSID1022683,30392-40-6,Bitolterol,Monitor,0.33349999999999996,0.04427471061452576
DTXSID40896469,862133-18-4,"3-[(4-Chloro-2-nitrobenzoyl)amino]-N-[2,6-dimethyl-4-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]phenyl]-2-fluorobenzamide",Monitor,0.3330000000000001,0.0331813200460741
DTXSID9029194,622-96-8,4-Ethyltoluene,Monitor,0.333,0.05143928459844673
DTXSID0044606,17526-94-2,"3,3'-(4-Methylbenzene-1,3-diyl)bis(1,1-dimethylurea)",Monitor,0.333,0.035510561809129405
DTXSID0041141,129298-91-5,o-(Chloroacetylcarbamoyl)fumagillol,Monitor,0.33299999999999996,0.03436568055487916
DTXSID0048349,113-79-1,Argipressin,Monitor,0.3323333333333333,0.043385865593915884
DTXSID0040599,159351-69-6,Everolimus,Monitor,0.332,0.047707441767506256
DTXSID7041411,96686-51-0,2-Chloro-N-(2-methyl-4-bromophenyl)acetamide,Monitor,0.33199999999999996,0.02638181191654584
DTXSID8046793,38916-34-6,Somatostatin,Monitor,0.331,0.040853396431630995
DTXSID7048613,70384-29-1,Peplomycin sulfate,Monitor,0.331,0.03645545226711637
DTXSID7048952,14636-12-5,Terlipressin,Monitor,0.33033333333333326,0.04367684359779982
DTXSID8023181,71827-03-7,Ivermectin B1a,Monitor,0.3303,0.042199644548266045
DTXSID0042117,2595-54-2,Mecarbam,Monitor,0.33,0.04195235392680606
DTXSID60893551,211254-73-8,Lonaprisan,Monitor,0.32999999999999996,0.046690470119715013
DTXSID001003249,83275-34-7,"Prop-2-en-1-yl 3,3-dichloro-2,2,3-trifluoropropanoate",Monitor,0.32999999999999996,0.04242640687119284
DTXSID1023736,50700-72-6,Vecuronium bromide,Monitor,0.32999999999999996,0.06387487769068524
DTXSID20895314,107831-93-6,"(5Z)-1,1,1,2,2,3,3,4,4-Nonafluoro-6-iododec-5-ene",Monitor,0.3295,0.04101524106963167
DTXSID6021371,76-25-5,Triamcinolone acetonide,Monitor,0.329,0.04526588119102509
DTXSID60881195,94313-84-5,(Z)-Octadec-9-enyl (5-(((2-(((perfluorooctyl)sulphonyl)methylamino)ethoxy)carbonyl)amino)-o-tolyl)carbamate,Monitor,0.329,0.04036087214122113
DTXSID20897313,172916-27-7,D-Galactose-6-[5-[(3(-perfluorooctyl)-1-nonylpropyl)oxy]pentylhydrogen phosphate],Monitor,0.329,0.057697486947006625
DTXSID1044770,104-21-2,4-Methoxybenzyl acetate,Monitor,0.32899999999999996,0.06007495318350235
DTXSID1021243,989-38-8,Rhodamine 6G,Monitor,0.32899999999999996,0.029816103031751147
DTXSID8045307,356-12-7,Fluocinonide,Monitor,0.32858333333333334,0.049038037956943864
DTXSID9045924,144689-63-4,Olmesartan medoxomil,Monitor,0.3285,0.027572631357924465
DTXSID5032600,113136-77-9,Cyclanilide,Monitor,0.3281666666666666,0.05597841846045075
DTXSID20897090,1401422-19-2,"N-Benzoyl-3'-O-{(2-cyanoethoxy)[di(propan-2-yl)amino]phosphanyl}-2'-deoxy-5'-O-{[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phenyl]bis(4-methoxyphenyl)methyl}cytidine",Monitor,0.32800000000000007,0.06325345840347388
DTXSID6045535,66734-13-2,Alclometasone dipropionate,Monitor,0.328,0.03508560958569767
DTXSID9048192,15499-27-1,4-Butylchlorobenzene,Monitor,0.328,0.064
DTXSID80757262,91528-57-3,"1,1,2,2,3,3,6,6,6-Nonafluorohexyl prop-2-enoate",Monitor,0.32799999999999996,0.03815756805667782
DTXSID3057690,2265-64-7,Dexamethasone isonicotinate,Monitor,0.32799999999999996,0.04833218389437829
DTXSID10409808,4550-62-3,"3,5-Dimethoxy-N-[(3-{1,1,2,2-tetrafluoro-2-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy]ethyl}phenyl)carbamothioyl]benzamide",Monitor,0.32799999999999996,0.025612496949731403
DTXSID1045956,11006-34-1,Chlorophyllide Cu complex sodium salt,Monitor,0.32799999999999996,0.044000000000000004
DTXSID20896280,281189-83-1,"Ethyl 6-(nonafluorobutyl)-4-phenyl-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate",Monitor,0.32799999999999996,0.06997142273814361
DTXSID6045907,25122-46-7,Clobetasol propionate,Monitor,0.32799999999999996,0.0501597448159378
DTXSID0044868,2050-43-3,"N-(2,4-Dimethylphenyl)acetamide",Monitor,0.32775,0.04547595518513052
DTXSID6020274,302-22-7,Chlormadinone acetate,Monitor,0.32766666666666666,0.05827234907455393
DTXSID4047381,NOCAS_47381,AVE8923,Monitor,0.3275,0.06313675633099944
DTXSID9043988,111011-63-3,Efonidipine,Monitor,0.327,0.05555177764932459
DTXSID7029879,65277-42-1,Ketoconazole,Monitor,0.327,0.06797793759742937
DTXSID1047310,196808-45-4,Farglitazar,Monitor,0.327,0.04405678154382137
DTXSID2041880,644-64-4,Dimetilan,Monitor,0.32699999999999996,0.04172529209005014
DTXSID0021626,536-60-7,4-Isopropylbenzyl alcohol,Monitor,0.3263333333333333,0.046772499042350375
DTXSID3036525,53-41-8,Androsterone,Monitor,0.32599999999999996,0.037469987990390384
DTXSID7046910,27589-33-9,Azosemide,Monitor,0.32599999999999996,0.04152107898405338
DTXSID6046509,266359-83-5,Reparixin,Monitor,0.32599999999999996,0.05257375771237966
DTXSID6023735,137862-53-4,Valsartan,Monitor,0.32599999999999996,0.030397368307141324
DTXSID10896193,445258-02-6,"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-N'-[(4-methylphenyl)methylidene]heptanehydrazide",Monitor,0.3255,0.04268782027698299
DTXSID2043747,116308-55-5,Watanidipine,Monitor,0.3255,0.05789861829094024
DTXSID2046094,107724-20-9,Eplerenone,Monitor,0.3255,0.034091787867461566
DTXSID8020678,517-28-2,Hematoxylin,Monitor,0.325,0.020615528128088305
DTXSID2031956,1786-81-8,Prilocaine hydrochloride,Monitor,0.325,0.03263433774416145
DTXSID60896461,862133-16-2,"3-(4-Chloro-2-fluorobenzamido)-2-fluoro-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]benzamide",Monitor,0.32499999999999996,0.03556683848755748
DTXSID3026645,99-87-6,p-Cymene,Monitor,0.3245,0.045959221055191964
DTXSID8048575,50-57-7,Lypressin,Monitor,0.3243333333333333,0.042059481689626185
DTXSID1048259,16679-58-6,Desmopressin,Monitor,0.3243333333333333,0.05293706955747865
DTXSID7046205,10023-54-8,Aminoquinol,Monitor,0.32425,0.045305214931616856
DTXSID2048955,25122-41-2,Clobetasol,Monitor,0.324,0.03666060555964671
DTXSID7022671,5534-02-1,Betamethasone butyrate propionate,Monitor,0.324,0.04543126676640219
DTXSID8048991,90779-69-4,Atosiban,Monitor,0.32399999999999995,0.04363484845854286
DTXSID9045188,3605-01-4,Piribedil,Monitor,0.32399999999999995,0.05834380858325929
DTXSID5048180,2696-84-6,4-Propylaniline,Monitor,0.32399999999999995,0.062481997407253236
DTXSID20446284,201740-73-0,"Tris(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)tin azide",Monitor,0.32399999999999995,0.047159304490206375
DTXSID0045171,25717-80-0,Molsidomine,Monitor,0.32399999999999995,0.05023942674832188
DTXSID2045448,30544-47-9,Etofenamate,Monitor,0.32384523809523813,0.03186618358797591
DTXSID3048819,123548-56-1,Acreozast,Monitor,0.32335,0.043807054860553626
DTXSID2046549,34273-10-4,Saralasin,Monitor,0.32325,0.05454413350673013
DTXSID10442957,322647-83-6,"Bis{4-[3,3,4,4,5,5,5-heptafluoro-2,2-bis(trifluoromethyl)pentyl]phenyl}(phenyl)phosphane",Monitor,0.32300000000000006,0.05532630477449222
DTXSID7052602,89-61-2,"1,4-Dichloro-2-nitrobenzene",Monitor,0.323,0.0469148164229596
DTXSID60893334,117844-18-5,2-(o-Cyanophenoxy)-3'-hydroxy-4'-(perfluorobutyryl)aminotetradecananilide,Monitor,0.323,0.03579106033634657
DTXSID0047375,862243-29-6,AVE9423,Monitor,0.323,0.041725292090050124
DTXSID2047858,16662-46-7,Gallopamil hydrochloride,Monitor,0.32299999999999995,0.06017474553332153
DTXSID0043765,630-60-4,Ouabain,Monitor,0.32275,0.04207805247394418
DTXSID9048982,117704-25-3,Doramectin,Monitor,0.3225,0.035864327680858586
DTXSID4034948,112410-23-8,Tebufenozide,Monitor,0.3223333333333333,0.04621327370644355
DTXSID6021240,127-47-9,Retinol acetate,Monitor,0.322,0.027495454169735038
DTXSID9023629,84-36-6,Syrosingopine,Monitor,0.32199999999999995,0.046432747064975605
DTXSID30878895,105412-23-5,"N-(2,2,3,3,4,4,4-Heptafluorobutyl)-N'-methylthiourea",Monitor,0.32199999999999995,0.03994996871087635
DTXSID2046751,101312-92-9,Valnemulin,Monitor,0.32199999999999995,0.05075431016179809
DTXSID5046722,3936-02-5,Dexamethazone metasulfobenzoate sodium,Monitor,0.321,0.0439203825119955
DTXSID7048823,156137-99-4,Rapacuronium bromide,Monitor,0.321,0.051078371156488535
DTXSID3048653,141626-36-0,Dronedarone,Monitor,0.321,0.05281098370604357
DTXSID9057844,85801-02-1,Indomethacin farnesil,Monitor,0.3206666666666667,0.048620983124572865
DTXSID5045091,129-74-8,Buclizine dihydrochloride,Monitor,0.3205,0.05746520686467595
DTXSID801000075,78840-97-8,"Ethenyl 3,3-dichloro-2,2,3-trifluoropropanoate",Monitor,0.32049999999999995,0.0465
DTXSID8046456,192725-17-0,Lopinavir,Monitor,0.3203333333333333,0.042043628133959454
DTXSID2048581,220620-09-7,Tigecycline,Monitor,0.32016666666666665,0.029556443177982932
DTXSID40896727,174778-60-0,N-[5-Borono-2-(heptafluoropropyl)phenyl]glycinamide,Monitor,0.32,0.0354964786985977
DTXSID3022663,64706-54-3,Bepridil,Monitor,0.32,0.033466401061363026
DTXSID4057631,123013-22-9,Amelometasone,Monitor,0.32,0.05059644256269407
DTXSID9040502,220127-57-1,Imatinib mesylate,Monitor,0.31999999999999995,0.03847076812334269
DTXSID2048660,518048-05-0,Raltegravir,Monitor,0.31999999999999995,0.04266145801540308
DTXSID1040742,124-94-7,Triamcinolone,Monitor,0.31999999999999995,0.03255764119219941
DTXSID1047102,2026-24-6,Dehydroabietylamine acetate,Monitor,0.31999999999999995,0.039496835316263
DTXSID9045978,6192-62-7,Tomatidine hydrochloride,Monitor,0.31999999999999995,0.055497747702046435
DTXSID0048634,5611-51-8,Triamcinolone hexacetonide,Monitor,0.31966666666666665,0.05774368652357878
DTXSID10503092,13045-20-0,"3,3-Dichloro-2,2,3-trifluoropropanoyl chloride",Monitor,0.319,0.05068530358989674
DTXSID1025063,6225-06-5,"N,N-Dimethylpentanamide",Monitor,0.319,0.05629387178015027
DTXSID2020898,50-07-7,Mitomycin C,Monitor,0.319,0.05146843692983108
DTXSID3022902,55541-30-5,Dexamethasone dipropionate,Monitor,0.319,0.05048762224545736
DTXSID2022672,5593-20-4,Betamethasone dipropionate,Monitor,0.319,0.05048762224545736
DTXSID6023529,479-92-5,Propyphenazone,Monitor,0.31899999999999995,0.046141087980237305
DTXSID60591520,130841-23-5,"1,4-Dichloro-2-(1,1,2,3,3,3-hexafluoropropoxy)-5-nitrobenzene",Monitor,0.3186666666666667,0.03961481204465488
DTXSID1025065,11024-24-1,Digitonin,Monitor,0.318,0.041904653679513924
DTXSID8046452,164656-23-9,Dutasteride,Monitor,0.31799999999999995,0.03736308338453881
DTXSID8046901,22465-48-1,Hydroxocobalamin acetate,Monitor,0.31799999999999995,0.034871191548325395
DTXSID00896203,445258-05-9,"N'-[(4-Ethylphenyl)methylidene]-2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptanehydrazide",Monitor,0.31799999999999995,0.05114684741017769
DTXSID9057765,53786-45-1,Ethyl 4-(2-amino-4-chloroanilino)piperidine-1-carboxylate,Monitor,0.31799999999999995,0.033999999999999996
DTXSID20896124,90791-28-9,"N-(2,4-Dimethylphenyl)-2,2,3,3,4,4,4-heptafluorobutanamide",Monitor,0.3175,0.03669127961791466
DTXSID5023582,53123-88-9,Sirolimus,Monitor,0.31725000000000003,0.0413287127793741
